trial_id,morph_method,direction,morph_path,known_path,hidden_path,known_id,hidden_id,source_a_id,source_b_id
OpenCV_002_08_vs_124_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/002_08-vs-124_08.jpg,MAD22/original_sorted/BonaFide/124_08.jpg,MAD22/original_sorted/BonaFide/002_08.jpg,124_08,002_08,002_08,124_08
OpenCV_002_08_vs_135_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/002_08-vs-135_08.jpg,MAD22/original_sorted/BonaFide/002_08.jpg,MAD22/original_sorted/BonaFide/135_08.jpg,002_08,135_08,002_08,135_08
OpenCV_002_08_vs_135_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/002_08-vs-135_08.jpg,MAD22/original_sorted/BonaFide/135_08.jpg,MAD22/original_sorted/BonaFide/002_08.jpg,135_08,002_08,002_08,135_08
OpenCV_002_08_vs_136_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/002_08-vs-136_08.jpg,MAD22/original_sorted/BonaFide/002_08.jpg,MAD22/original_sorted/BonaFide/136_08.jpg,002_08,136_08,002_08,136_08
OpenCV_002_08_vs_136_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/002_08-vs-136_08.jpg,MAD22/original_sorted/BonaFide/136_08.jpg,MAD22/original_sorted/BonaFide/002_08.jpg,136_08,002_08,002_08,136_08
OpenCV_002_08_vs_139_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/002_08-vs-139_08.jpg,MAD22/original_sorted/BonaFide/002_08.jpg,MAD22/original_sorted/BonaFide/139_08.jpg,002_08,139_08,002_08,139_08
OpenCV_002_08_vs_139_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/002_08-vs-139_08.jpg,MAD22/original_sorted/BonaFide/139_08.jpg,MAD22/original_sorted/BonaFide/002_08.jpg,139_08,002_08,002_08,139_08
OpenCV_002_08_vs_144_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/002_08-vs-144_08.jpg,MAD22/original_sorted/BonaFide/002_08.jpg,MAD22/original_sorted/BonaFide/144_08.jpg,002_08,144_08,002_08,144_08
OpenCV_002_08_vs_144_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/002_08-vs-144_08.jpg,MAD22/original_sorted/BonaFide/144_08.jpg,MAD22/original_sorted/BonaFide/002_08.jpg,144_08,002_08,002_08,144_08
OpenCV_003_03_vs_014_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/003_03-vs-014_03.jpg,MAD22/original_sorted/BonaFide/003_03.jpg,MAD22/original_sorted/BonaFide/014_03.jpg,003_03,014_03,003_03,014_03
OpenCV_003_03_vs_014_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/003_03-vs-014_03.jpg,MAD22/original_sorted/BonaFide/014_03.jpg,MAD22/original_sorted/BonaFide/003_03.jpg,014_03,003_03,003_03,014_03
OpenCV_003_03_vs_027_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/003_03-vs-027_03.jpg,MAD22/original_sorted/BonaFide/003_03.jpg,MAD22/original_sorted/BonaFide/027_03.jpg,003_03,027_03,003_03,027_03
OpenCV_003_03_vs_027_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/003_03-vs-027_03.jpg,MAD22/original_sorted/BonaFide/027_03.jpg,MAD22/original_sorted/BonaFide/003_03.jpg,027_03,003_03,003_03,027_03
OpenCV_003_08_vs_016_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/003_08-vs-016_08.jpg,MAD22/original_sorted/BonaFide/003_08.jpg,MAD22/original_sorted/BonaFide/016_08.jpg,003_08,016_08,003_08,016_08
OpenCV_003_08_vs_016_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/003_08-vs-016_08.jpg,MAD22/original_sorted/BonaFide/016_08.jpg,MAD22/original_sorted/BonaFide/003_08.jpg,016_08,003_08,003_08,016_08
OpenCV_003_08_vs_027_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/003_08-vs-027_08.jpg,MAD22/original_sorted/BonaFide/003_08.jpg,MAD22/original_sorted/BonaFide/027_08.jpg,003_08,027_08,003_08,027_08
OpenCV_003_08_vs_027_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/003_08-vs-027_08.jpg,MAD22/original_sorted/BonaFide/027_08.jpg,MAD22/original_sorted/BonaFide/003_08.jpg,027_08,003_08,003_08,027_08
OpenCV_003_08_vs_032_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/003_08-vs-032_08.jpg,MAD22/original_sorted/BonaFide/003_08.jpg,MAD22/original_sorted/BonaFide/032_08.jpg,003_08,032_08,003_08,032_08
OpenCV_003_08_vs_032_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/003_08-vs-032_08.jpg,MAD22/original_sorted/BonaFide/032_08.jpg,MAD22/original_sorted/BonaFide/003_08.jpg,032_08,003_08,003_08,032_08
OpenCV_003_08_vs_124_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/003_08-vs-124_08.jpg,MAD22/original_sorted/BonaFide/003_08.jpg,MAD22/original_sorted/BonaFide/124_08.jpg,003_08,124_08,003_08,124_08
OpenCV_003_08_vs_124_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/003_08-vs-124_08.jpg,MAD22/original_sorted/BonaFide/124_08.jpg,MAD22/original_sorted/BonaFide/003_08.jpg,124_08,003_08,003_08,124_08
OpenCV_003_08_vs_136_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/003_08-vs-136_08.jpg,MAD22/original_sorted/BonaFide/003_08.jpg,MAD22/original_sorted/BonaFide/136_08.jpg,003_08,136_08,003_08,136_08
OpenCV_003_08_vs_136_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/003_08-vs-136_08.jpg,MAD22/original_sorted/BonaFide/136_08.jpg,MAD22/original_sorted/BonaFide/003_08.jpg,136_08,003_08,003_08,136_08
OpenCV_003_08_vs_144_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/003_08-vs-144_08.jpg,MAD22/original_sorted/BonaFide/003_08.jpg,MAD22/original_sorted/BonaFide/144_08.jpg,003_08,144_08,003_08,144_08
OpenCV_003_08_vs_144_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/003_08-vs-144_08.jpg,MAD22/original_sorted/BonaFide/144_08.jpg,MAD22/original_sorted/BonaFide/003_08.jpg,144_08,003_08,003_08,144_08
OpenCV_004_03_vs_012_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/004_03-vs-012_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,MAD22/original_sorted/BonaFide/012_03.jpg,004_03,012_03,004_03,012_03
OpenCV_004_03_vs_012_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/004_03-vs-012_03.jpg,MAD22/original_sorted/BonaFide/012_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,012_03,004_03,004_03,012_03
OpenCV_004_03_vs_092_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/004_03-vs-092_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,MAD22/original_sorted/BonaFide/092_03.jpg,004_03,092_03,004_03,092_03
OpenCV_004_03_vs_092_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/004_03-vs-092_03.jpg,MAD22/original_sorted/BonaFide/092_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,092_03,004_03,004_03,092_03
OpenCV_004_03_vs_103_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/004_03-vs-103_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,MAD22/original_sorted/BonaFide/103_03.jpg,004_03,103_03,004_03,103_03
OpenCV_004_03_vs_103_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/004_03-vs-103_03.jpg,MAD22/original_sorted/BonaFide/103_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,103_03,004_03,004_03,103_03
OpenCV_004_03_vs_105_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/004_03-vs-105_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,MAD22/original_sorted/BonaFide/105_03.jpg,004_03,105_03,004_03,105_03
OpenCV_004_03_vs_105_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/004_03-vs-105_03.jpg,MAD22/original_sorted/BonaFide/105_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,105_03,004_03,004_03,105_03
OpenCV_004_03_vs_128_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/004_03-vs-128_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,MAD22/original_sorted/BonaFide/128_03.jpg,004_03,128_03,004_03,128_03
OpenCV_004_03_vs_128_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/004_03-vs-128_03.jpg,MAD22/original_sorted/BonaFide/128_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,128_03,004_03,004_03,128_03
OpenCV_004_03_vs_141_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/004_03-vs-141_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,MAD22/original_sorted/BonaFide/141_03.jpg,004_03,141_03,004_03,141_03
OpenCV_004_03_vs_141_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/004_03-vs-141_03.jpg,MAD22/original_sorted/BonaFide/141_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,141_03,004_03,004_03,141_03
OpenCV_004_03_vs_142_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/004_03-vs-142_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,MAD22/original_sorted/BonaFide/142_03.jpg,004_03,142_03,004_03,142_03
OpenCV_004_03_vs_142_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/004_03-vs-142_03.jpg,MAD22/original_sorted/BonaFide/142_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,142_03,004_03,004_03,142_03
OpenCV_004_03_vs_172_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/004_03-vs-172_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,MAD22/original_sorted/BonaFide/172_03.jpg,004_03,172_03,004_03,172_03
OpenCV_004_03_vs_172_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/004_03-vs-172_03.jpg,MAD22/original_sorted/BonaFide/172_03.jpg,MAD22/original_sorted/BonaFide/004_03.jpg,172_03,004_03,004_03,172_03
OpenCV_005_03_vs_008_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/005_03-vs-008_03.jpg,MAD22/original_sorted/BonaFide/005_03.jpg,MAD22/original_sorted/BonaFide/008_03.jpg,005_03,008_03,005_03,008_03
OpenCV_005_03_vs_008_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/005_03-vs-008_03.jpg,MAD22/original_sorted/BonaFide/008_03.jpg,MAD22/original_sorted/BonaFide/005_03.jpg,008_03,005_03,005_03,008_03
OpenCV_005_03_vs_018_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/005_03-vs-018_03.jpg,MAD22/original_sorted/BonaFide/005_03.jpg,MAD22/original_sorted/BonaFide/018_03.jpg,005_03,018_03,005_03,018_03
OpenCV_005_03_vs_018_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/005_03-vs-018_03.jpg,MAD22/original_sorted/BonaFide/018_03.jpg,MAD22/original_sorted/BonaFide/005_03.jpg,018_03,005_03,005_03,018_03
OpenCV_005_03_vs_021_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/005_03-vs-021_03.jpg,MAD22/original_sorted/BonaFide/005_03.jpg,MAD22/original_sorted/BonaFide/021_03.jpg,005_03,021_03,005_03,021_03
OpenCV_005_03_vs_021_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/005_03-vs-021_03.jpg,MAD22/original_sorted/BonaFide/021_03.jpg,MAD22/original_sorted/BonaFide/005_03.jpg,021_03,005_03,005_03,021_03
OpenCV_005_03_vs_022_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/005_03-vs-022_03.jpg,MAD22/original_sorted/BonaFide/005_03.jpg,MAD22/original_sorted/BonaFide/022_03.jpg,005_03,022_03,005_03,022_03
OpenCV_005_03_vs_022_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/005_03-vs-022_03.jpg,MAD22/original_sorted/BonaFide/022_03.jpg,MAD22/original_sorted/BonaFide/005_03.jpg,022_03,005_03,005_03,022_03
OpenCV_005_03_vs_033_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/005_03-vs-033_03.jpg,MAD22/original_sorted/BonaFide/005_03.jpg,MAD22/original_sorted/BonaFide/033_03.jpg,005_03,033_03,005_03,033_03
OpenCV_005_03_vs_033_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/005_03-vs-033_03.jpg,MAD22/original_sorted/BonaFide/033_03.jpg,MAD22/original_sorted/BonaFide/005_03.jpg,033_03,005_03,005_03,033_03
OpenCV_005_03_vs_067_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/005_03-vs-067_03.jpg,MAD22/original_sorted/BonaFide/005_03.jpg,MAD22/original_sorted/BonaFide/067_03.jpg,005_03,067_03,005_03,067_03
OpenCV_005_03_vs_067_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/005_03-vs-067_03.jpg,MAD22/original_sorted/BonaFide/067_03.jpg,MAD22/original_sorted/BonaFide/005_03.jpg,067_03,005_03,005_03,067_03
OpenCV_005_03_vs_068_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/005_03-vs-068_03.jpg,MAD22/original_sorted/BonaFide/005_03.jpg,MAD22/original_sorted/BonaFide/068_03.jpg,005_03,068_03,005_03,068_03
OpenCV_005_03_vs_068_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/005_03-vs-068_03.jpg,MAD22/original_sorted/BonaFide/068_03.jpg,MAD22/original_sorted/BonaFide/005_03.jpg,068_03,005_03,005_03,068_03
