morph_path,reason,source_a_path,source_b_path
MAD22/original_sorted/OpenCV/013_03-vs-038_03.jpg,missing_source_images:013_03.jpg,MAD22/original_sorted/BonaFide/013_03.jpg,MAD22/original_sorted/BonaFide/038_03.jpg
MAD22/original_sorted/OpenCV/013_03-vs-081_03.jpg,missing_source_images:013_03.jpg|081_03.jpg,MAD22/original_sorted/BonaFide/013_03.jpg,MAD22/original_sorted/BonaFide/081_03.jpg
MAD22/original_sorted/OpenCV/017_03-vs-024_03.jpg,missing_source_images:017_03.jpg,MAD22/original_sorted/BonaFide/017_03.jpg,MAD22/original_sorted/BonaFide/024_03.jpg
MAD22/original_sorted/OpenCV/017_03-vs-036_03.jpg,missing_source_images:017_03.jpg,MAD22/original_sorted/BonaFide/017_03.jpg,MAD22/original_sorted/BonaFide/036_03.jpg
MAD22/original_sorted/OpenCV/017_03-vs-067_03.jpg,missing_source_images:017_03.jpg,MAD22/original_sorted/BonaFide/017_03.jpg,MAD22/original_sorted/BonaFide/067_03.jpg
MAD22/original_sorted/OpenCV/017_03-vs-068_03.jpg,missing_source_images:017_03.jpg,MAD22/original_sorted/BonaFide/017_03.jpg,MAD22/original_sorted/BonaFide/068_03.jpg
MAD22/original_sorted/OpenCV/017_03-vs-101_03.jpg,missing_source_images:017_03.jpg,MAD22/original_sorted/BonaFide/017_03.jpg,MAD22/original_sorted/BonaFide/101_03.jpg
MAD22/original_sorted/OpenCV/017_03-vs-140_03.jpg,missing_source_images:017_03.jpg|140_03.jpg,MAD22/original_sorted/BonaFide/017_03.jpg,MAD22/original_sorted/BonaFide/140_03.jpg
MAD22/original_sorted/OpenCV/017_03-vs-141_03.jpg,missing_source_images:017_03.jpg,MAD22/original_sorted/BonaFide/017_03.jpg,MAD22/original_sorted/BonaFide/141_03.jpg
MAD22/original_sorted/OpenCV/017_08-vs-037_08.jpg,missing_source_images:037_08.jpg,MAD22/original_sorted/BonaFide/017_08.jpg,MAD22/original_sorted/BonaFide/037_08.jpg
MAD22/original_sorted/OpenCV/018_03-vs-045_03.jpg,missing_source_images:045_03.jpg,MAD22/original_sorted/BonaFide/018_03.jpg,MAD22/original_sorted/BonaFide/045_03.jpg
MAD22/original_sorted/OpenCV/018_03-vs-140_03.jpg,missing_source_images:140_03.jpg,MAD22/original_sorted/BonaFide/018_03.jpg,MAD22/original_sorted/BonaFide/140_03.jpg
MAD22/original_sorted/OpenCV/018_08-vs-138_08.jpg,missing_source_images:138_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,MAD22/original_sorted/BonaFide/138_08.jpg
MAD22/original_sorted/OpenCV/019_08-vs-100_08.jpg,missing_source_images:100_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,MAD22/original_sorted/BonaFide/100_08.jpg
MAD22/original_sorted/OpenCV/021_03-vs-140_03.jpg,missing_source_images:140_03.jpg,MAD22/original_sorted/BonaFide/021_03.jpg,MAD22/original_sorted/BonaFide/140_03.jpg
MAD22/original_sorted/OpenCV/021_08-vs-105_08.jpg,missing_source_images:105_08.jpg,MAD22/original_sorted/BonaFide/021_08.jpg,MAD22/original_sorted/BonaFide/105_08.jpg
MAD22/original_sorted/OpenCV/024_03-vs-045_03.jpg,missing_source_images:045_03.jpg,MAD22/original_sorted/BonaFide/024_03.jpg,MAD22/original_sorted/BonaFide/045_03.jpg
MAD22/original_sorted/OpenCV/024_03-vs-140_03.jpg,missing_source_images:140_03.jpg,MAD22/original_sorted/BonaFide/024_03.jpg,MAD22/original_sorted/BonaFide/140_03.jpg
MAD22/original_sorted/OpenCV/024_08-vs-137_08.jpg,missing_source_images:137_08.jpg,MAD22/original_sorted/BonaFide/024_08.jpg,MAD22/original_sorted/BonaFide/137_08.jpg
MAD22/original_sorted/OpenCV/026_03-vs-045_03.jpg,missing_source_images:045_03.jpg,MAD22/original_sorted/BonaFide/026_03.jpg,MAD22/original_sorted/BonaFide/045_03.jpg
MAD22/original_sorted/OpenCV/026_08-vs-104_08.jpg,missing_source_images:104_08.jpg,MAD22/original_sorted/BonaFide/026_08.jpg,MAD22/original_sorted/BonaFide/104_08.jpg
MAD22/original_sorted/OpenCV/027_08-vs-100_08.jpg,missing_source_images:100_08.jpg,MAD22/original_sorted/BonaFide/027_08.jpg,MAD22/original_sorted/BonaFide/100_08.jpg
MAD22/original_sorted/OpenCV/029_08-vs-137_08.jpg,missing_source_images:137_08.jpg,MAD22/original_sorted/BonaFide/029_08.jpg,MAD22/original_sorted/BonaFide/137_08.jpg
MAD22/original_sorted/OpenCV/031_03-vs-117_03.jpg,missing_source_images:117_03.jpg,MAD22/original_sorted/BonaFide/031_03.jpg,MAD22/original_sorted/BonaFide/117_03.jpg
MAD22/original_sorted/OpenCV/031_08-vs-137_08.jpg,missing_source_images:137_08.jpg,MAD22/original_sorted/BonaFide/031_08.jpg,MAD22/original_sorted/BonaFide/137_08.jpg
MAD22/original_sorted/OpenCV/033_03-vs-140_03.jpg,missing_source_images:140_03.jpg,MAD22/original_sorted/BonaFide/033_03.jpg,MAD22/original_sorted/BonaFide/140_03.jpg
MAD22/original_sorted/OpenCV/033_08-vs-104_08.jpg,missing_source_images:104_08.jpg,MAD22/original_sorted/BonaFide/033_08.jpg,MAD22/original_sorted/BonaFide/104_08.jpg
MAD22/original_sorted/OpenCV/037_03-vs-070_03.jpg,missing_source_images:070_03.jpg,MAD22/original_sorted/BonaFide/037_03.jpg,MAD22/original_sorted/BonaFide/070_03.jpg
MAD22/original_sorted/OpenCV/037_03-vs-140_03.jpg,missing_source_images:140_03.jpg,MAD22/original_sorted/BonaFide/037_03.jpg,MAD22/original_sorted/BonaFide/140_03.jpg
MAD22/original_sorted/OpenCV/037_08-vs-042_08.jpg,missing_source_images:037_08.jpg,MAD22/original_sorted/BonaFide/037_08.jpg,MAD22/original_sorted/BonaFide/042_08.jpg
MAD22/original_sorted/OpenCV/037_08-vs-103_08.jpg,missing_source_images:037_08.jpg,MAD22/original_sorted/BonaFide/037_08.jpg,MAD22/original_sorted/BonaFide/103_08.jpg
MAD22/original_sorted/OpenCV/037_08-vs-128_08.jpg,missing_source_images:037_08.jpg,MAD22/original_sorted/BonaFide/037_08.jpg,MAD22/original_sorted/BonaFide/128_08.jpg
MAD22/original_sorted/OpenCV/037_08-vs-130_08.jpg,missing_source_images:037_08.jpg,MAD22/original_sorted/BonaFide/037_08.jpg,MAD22/original_sorted/BonaFide/130_08.jpg
MAD22/original_sorted/OpenCV/037_08-vs-132_08.jpg,missing_source_images:037_08.jpg,MAD22/original_sorted/BonaFide/037_08.jpg,MAD22/original_sorted/BonaFide/132_08.jpg
MAD22/original_sorted/OpenCV/037_08-vs-140_08.jpg,missing_source_images:037_08.jpg,MAD22/original_sorted/BonaFide/037_08.jpg,MAD22/original_sorted/BonaFide/140_08.jpg
MAD22/original_sorted/OpenCV/041_08-vs-138_08.jpg,missing_source_images:138_08.jpg,MAD22/original_sorted/BonaFide/041_08.jpg,MAD22/original_sorted/BonaFide/138_08.jpg
MAD22/original_sorted/OpenCV/042_08-vs-137_08.jpg,missing_source_images:137_08.jpg,MAD22/original_sorted/BonaFide/042_08.jpg,MAD22/original_sorted/BonaFide/137_08.jpg
MAD22/original_sorted/OpenCV/043_03-vs-045_03.jpg,missing_source_images:045_03.jpg,MAD22/original_sorted/BonaFide/043_03.jpg,MAD22/original_sorted/BonaFide/045_03.jpg
MAD22/original_sorted/OpenCV/043_08-vs-104_08.jpg,missing_source_images:104_08.jpg,MAD22/original_sorted/BonaFide/043_08.jpg,MAD22/original_sorted/BonaFide/104_08.jpg
MAD22/original_sorted/OpenCV/044_03-vs-114_03.jpg,missing_source_images:114_03.jpg,MAD22/original_sorted/BonaFide/044_03.jpg,MAD22/original_sorted/BonaFide/114_03.jpg
MAD22/original_sorted/OpenCV/045_03-vs-082_03.jpg,missing_source_images:045_03.jpg,MAD22/original_sorted/BonaFide/045_03.jpg,MAD22/original_sorted/BonaFide/082_03.jpg
MAD22/original_sorted/OpenCV/045_03-vs-123_03.jpg,missing_source_images:045_03.jpg,MAD22/original_sorted/BonaFide/045_03.jpg,MAD22/original_sorted/BonaFide/123_03.jpg
MAD22/original_sorted/OpenCV/045_03-vs-128_03.jpg,missing_source_images:045_03.jpg,MAD22/original_sorted/BonaFide/045_03.jpg,MAD22/original_sorted/BonaFide/128_03.jpg
MAD22/original_sorted/OpenCV/045_03-vs-138_03.jpg,missing_source_images:045_03.jpg,MAD22/original_sorted/BonaFide/045_03.jpg,MAD22/original_sorted/BonaFide/138_03.jpg
MAD22/original_sorted/OpenCV/045_03-vs-143_03.jpg,missing_source_images:045_03.jpg,MAD22/original_sorted/BonaFide/045_03.jpg,MAD22/original_sorted/BonaFide/143_03.jpg
MAD22/original_sorted/OpenCV/045_08-vs-138_08.jpg,missing_source_images:138_08.jpg,MAD22/original_sorted/BonaFide/045_08.jpg,MAD22/original_sorted/BonaFide/138_08.jpg
MAD22/original_sorted/OpenCV/063_03-vs-070_03.jpg,missing_source_images:070_03.jpg,MAD22/original_sorted/BonaFide/063_03.jpg,MAD22/original_sorted/BonaFide/070_03.jpg
MAD22/original_sorted/OpenCV/063_03-vs-140_03.jpg,missing_source_images:140_03.jpg,MAD22/original_sorted/BonaFide/063_03.jpg,MAD22/original_sorted/BonaFide/140_03.jpg
MAD22/original_sorted/OpenCV/063_08-vs-104_08.jpg,missing_source_images:104_08.jpg,MAD22/original_sorted/BonaFide/063_08.jpg,MAD22/original_sorted/BonaFide/104_08.jpg
MAD22/original_sorted/OpenCV/067_03-vs-114_03.jpg,missing_source_images:114_03.jpg,MAD22/original_sorted/BonaFide/067_03.jpg,MAD22/original_sorted/BonaFide/114_03.jpg
MAD22/original_sorted/OpenCV/068_03-vs-117_03.jpg,missing_source_images:117_03.jpg,MAD22/original_sorted/BonaFide/068_03.jpg,MAD22/original_sorted/BonaFide/117_03.jpg
MAD22/original_sorted/OpenCV/068_08-vs-138_08.jpg,missing_source_images:138_08.jpg,MAD22/original_sorted/BonaFide/068_08.jpg,MAD22/original_sorted/BonaFide/138_08.jpg
MAD22/original_sorted/OpenCV/069_08-vs-104_08.jpg,missing_source_images:104_08.jpg,MAD22/original_sorted/BonaFide/069_08.jpg,MAD22/original_sorted/BonaFide/104_08.jpg
MAD22/original_sorted/OpenCV/070_03-vs-096_03.jpg,missing_source_images:070_03.jpg,MAD22/original_sorted/BonaFide/070_03.jpg,MAD22/original_sorted/BonaFide/096_03.jpg
MAD22/original_sorted/OpenCV/070_03-vs-103_03.jpg,missing_source_images:070_03.jpg,MAD22/original_sorted/BonaFide/070_03.jpg,MAD22/original_sorted/BonaFide/103_03.jpg
MAD22/original_sorted/OpenCV/070_03-vs-108_03.jpg,missing_source_images:070_03.jpg,MAD22/original_sorted/BonaFide/070_03.jpg,MAD22/original_sorted/BonaFide/108_03.jpg
MAD22/original_sorted/OpenCV/070_03-vs-128_03.jpg,missing_source_images:070_03.jpg,MAD22/original_sorted/BonaFide/070_03.jpg,MAD22/original_sorted/BonaFide/128_03.jpg
MAD22/original_sorted/OpenCV/070_03-vs-143_03.jpg,missing_source_images:070_03.jpg,MAD22/original_sorted/BonaFide/070_03.jpg,MAD22/original_sorted/BonaFide/143_03.jpg
MAD22/original_sorted/OpenCV/081_03-vs-090_03.jpg,missing_source_images:081_03.jpg,MAD22/original_sorted/BonaFide/081_03.jpg,MAD22/original_sorted/BonaFide/090_03.jpg
MAD22/original_sorted/OpenCV/081_03-vs-097_03.jpg,missing_source_images:081_03.jpg,MAD22/original_sorted/BonaFide/081_03.jpg,MAD22/original_sorted/BonaFide/097_03.jpg
MAD22/original_sorted/OpenCV/081_03-vs-100_03.jpg,missing_source_images:081_03.jpg,MAD22/original_sorted/BonaFide/081_03.jpg,MAD22/original_sorted/BonaFide/100_03.jpg
MAD22/original_sorted/OpenCV/081_03-vs-122_03.jpg,missing_source_images:081_03.jpg,MAD22/original_sorted/BonaFide/081_03.jpg,MAD22/original_sorted/BonaFide/122_03.jpg
MAD22/original_sorted/OpenCV/081_03-vs-127_03.jpg,missing_source_images:081_03.jpg|127_03.jpg,MAD22/original_sorted/BonaFide/081_03.jpg,MAD22/original_sorted/BonaFide/127_03.jpg
MAD22/original_sorted/OpenCV/081_03-vs-135_03.jpg,missing_source_images:081_03.jpg,MAD22/original_sorted/BonaFide/081_03.jpg,MAD22/original_sorted/BonaFide/135_03.jpg
MAD22/original_sorted/OpenCV/081_08-vs-100_08.jpg,missing_source_images:100_08.jpg,MAD22/original_sorted/BonaFide/081_08.jpg,MAD22/original_sorted/BonaFide/100_08.jpg
MAD22/original_sorted/OpenCV/082_08-vs-105_08.jpg,missing_source_images:105_08.jpg,MAD22/original_sorted/BonaFide/082_08.jpg,MAD22/original_sorted/BonaFide/105_08.jpg
MAD22/original_sorted/OpenCV/082_08-vs-137_08.jpg,missing_source_images:137_08.jpg,MAD22/original_sorted/BonaFide/082_08.jpg,MAD22/original_sorted/BonaFide/137_08.jpg
MAD22/original_sorted/OpenCV/083_03-vs-087_03.jpg,missing_source_images:087_03.jpg,MAD22/original_sorted/BonaFide/083_03.jpg,MAD22/original_sorted/BonaFide/087_03.jpg
MAD22/original_sorted/OpenCV/087_03-vs-090_03.jpg,missing_source_images:087_03.jpg,MAD22/original_sorted/BonaFide/087_03.jpg,MAD22/original_sorted/BonaFide/090_03.jpg
MAD22/original_sorted/OpenCV/087_03-vs-102_03.jpg,missing_source_images:087_03.jpg,MAD22/original_sorted/BonaFide/087_03.jpg,MAD22/original_sorted/BonaFide/102_03.jpg
MAD22/original_sorted/OpenCV/087_03-vs-127_03.jpg,missing_source_images:087_03.jpg|127_03.jpg,MAD22/original_sorted/BonaFide/087_03.jpg,MAD22/original_sorted/BonaFide/127_03.jpg
MAD22/original_sorted/OpenCV/087_03-vs-135_03.jpg,missing_source_images:087_03.jpg,MAD22/original_sorted/BonaFide/087_03.jpg,MAD22/original_sorted/BonaFide/135_03.jpg
MAD22/original_sorted/OpenCV/090_08-vs-100_08.jpg,missing_source_images:100_08.jpg,MAD22/original_sorted/BonaFide/090_08.jpg,MAD22/original_sorted/BonaFide/100_08.jpg
MAD22/original_sorted/OpenCV/091_03-vs-129_03.jpg,missing_source_images:091_03.jpg,MAD22/original_sorted/BonaFide/091_03.jpg,MAD22/original_sorted/BonaFide/129_03.jpg
MAD22/original_sorted/OpenCV/092_08-vs-104_08.jpg,missing_source_images:104_08.jpg,MAD22/original_sorted/BonaFide/092_08.jpg,MAD22/original_sorted/BonaFide/104_08.jpg
MAD22/original_sorted/OpenCV/096_08-vs-104_08.jpg,missing_source_images:104_08.jpg,MAD22/original_sorted/BonaFide/096_08.jpg,MAD22/original_sorted/BonaFide/104_08.jpg
MAD22/original_sorted/OpenCV/099_03-vs-127_03.jpg,missing_source_images:127_03.jpg,MAD22/original_sorted/BonaFide/099_03.jpg,MAD22/original_sorted/BonaFide/127_03.jpg
MAD22/original_sorted/OpenCV/100_08-vs-118_08.jpg,missing_source_images:100_08.jpg,MAD22/original_sorted/BonaFide/100_08.jpg,MAD22/original_sorted/BonaFide/118_08.jpg
MAD22/original_sorted/OpenCV/100_08-vs-122_08.jpg,missing_source_images:100_08.jpg,MAD22/original_sorted/BonaFide/100_08.jpg,MAD22/original_sorted/BonaFide/122_08.jpg
MAD22/original_sorted/OpenCV/100_08-vs-136_08.jpg,missing_source_images:100_08.jpg,MAD22/original_sorted/BonaFide/100_08.jpg,MAD22/original_sorted/BonaFide/136_08.jpg
MAD22/original_sorted/OpenCV/100_08-vs-139_08.jpg,missing_source_images:100_08.jpg,MAD22/original_sorted/BonaFide/100_08.jpg,MAD22/original_sorted/BonaFide/139_08.jpg
MAD22/original_sorted/OpenCV/101_03-vs-140_03.jpg,missing_source_images:140_03.jpg,MAD22/original_sorted/BonaFide/101_03.jpg,MAD22/original_sorted/BonaFide/140_03.jpg
MAD22/original_sorted/OpenCV/101_08-vs-105_08.jpg,missing_source_images:105_08.jpg,MAD22/original_sorted/BonaFide/101_08.jpg,MAD22/original_sorted/BonaFide/105_08.jpg
MAD22/original_sorted/OpenCV/103_03-vs-117_03.jpg,missing_source_images:117_03.jpg,MAD22/original_sorted/BonaFide/103_03.jpg,MAD22/original_sorted/BonaFide/117_03.jpg
MAD22/original_sorted/OpenCV/104_08-vs-123_08.jpg,missing_source_images:104_08.jpg,MAD22/original_sorted/BonaFide/104_08.jpg,MAD22/original_sorted/BonaFide/123_08.jpg
MAD22/original_sorted/OpenCV/104_08-vs-130_08.jpg,missing_source_images:104_08.jpg,MAD22/original_sorted/BonaFide/104_08.jpg,MAD22/original_sorted/BonaFide/130_08.jpg
MAD22/original_sorted/OpenCV/104_08-vs-141_08.jpg,missing_source_images:104_08.jpg,MAD22/original_sorted/BonaFide/104_08.jpg,MAD22/original_sorted/BonaFide/141_08.jpg
MAD22/original_sorted/OpenCV/104_08-vs-172_08.jpg,missing_source_images:104_08.jpg,MAD22/original_sorted/BonaFide/104_08.jpg,MAD22/original_sorted/BonaFide/172_08.jpg
MAD22/original_sorted/OpenCV/105_03-vs-117_03.jpg,missing_source_images:117_03.jpg,MAD22/original_sorted/BonaFide/105_03.jpg,MAD22/original_sorted/BonaFide/117_03.jpg
MAD22/original_sorted/OpenCV/105_03-vs-140_03.jpg,missing_source_images:140_03.jpg,MAD22/original_sorted/BonaFide/105_03.jpg,MAD22/original_sorted/BonaFide/140_03.jpg
MAD22/original_sorted/OpenCV/105_08-vs-121_08.jpg,missing_source_images:105_08.jpg,MAD22/original_sorted/BonaFide/105_08.jpg,MAD22/original_sorted/BonaFide/121_08.jpg
MAD22/original_sorted/OpenCV/105_08-vs-125_08.jpg,missing_source_images:105_08.jpg,MAD22/original_sorted/BonaFide/105_08.jpg,MAD22/original_sorted/BonaFide/125_08.jpg
MAD22/original_sorted/OpenCV/105_08-vs-138_08.jpg,missing_source_images:105_08.jpg|138_08.jpg,MAD22/original_sorted/BonaFide/105_08.jpg,MAD22/original_sorted/BonaFide/138_08.jpg
MAD22/original_sorted/OpenCV/114_03-vs-121_03.jpg,missing_source_images:114_03.jpg,MAD22/original_sorted/BonaFide/114_03.jpg,MAD22/original_sorted/BonaFide/121_03.jpg
MAD22/original_sorted/OpenCV/114_03-vs-125_03.jpg,missing_source_images:114_03.jpg,MAD22/original_sorted/BonaFide/114_03.jpg,MAD22/original_sorted/BonaFide/125_03.jpg
MAD22/original_sorted/OpenCV/114_03-vs-128_03.jpg,missing_source_images:114_03.jpg,MAD22/original_sorted/BonaFide/114_03.jpg,MAD22/original_sorted/BonaFide/128_03.jpg
MAD22/original_sorted/OpenCV/114_03-vs-132_03.jpg,missing_source_images:114_03.jpg,MAD22/original_sorted/BonaFide/114_03.jpg,MAD22/original_sorted/BonaFide/132_03.jpg
MAD22/original_sorted/OpenCV/117_03-vs-121_03.jpg,missing_source_images:117_03.jpg,MAD22/original_sorted/BonaFide/117_03.jpg,MAD22/original_sorted/BonaFide/121_03.jpg
MAD22/original_sorted/OpenCV/117_03-vs-141_03.jpg,missing_source_images:117_03.jpg,MAD22/original_sorted/BonaFide/117_03.jpg,MAD22/original_sorted/BonaFide/141_03.jpg
MAD22/original_sorted/OpenCV/119_03-vs-140_03.jpg,missing_source_images:140_03.jpg,MAD22/original_sorted/BonaFide/119_03.jpg,MAD22/original_sorted/BonaFide/140_03.jpg
MAD22/original_sorted/OpenCV/119_08-vs-137_08.jpg,missing_source_images:137_08.jpg,MAD22/original_sorted/BonaFide/119_08.jpg,MAD22/original_sorted/BonaFide/137_08.jpg
MAD22/original_sorted/OpenCV/121_03-vs-140_03.jpg,missing_source_images:140_03.jpg,MAD22/original_sorted/BonaFide/121_03.jpg,MAD22/original_sorted/BonaFide/140_03.jpg
MAD22/original_sorted/OpenCV/123_08-vs-138_08.jpg,missing_source_images:138_08.jpg,MAD22/original_sorted/BonaFide/123_08.jpg,MAD22/original_sorted/BonaFide/138_08.jpg
MAD22/original_sorted/OpenCV/130_08-vs-138_08.jpg,missing_source_images:138_08.jpg,MAD22/original_sorted/BonaFide/130_08.jpg,MAD22/original_sorted/BonaFide/138_08.jpg
MAD22/original_sorted/OpenCV/131_08-vs-138_08.jpg,missing_source_images:138_08.jpg,MAD22/original_sorted/BonaFide/131_08.jpg,MAD22/original_sorted/BonaFide/138_08.jpg
MAD22/original_sorted/OpenCV/137_03-vs-140_03.jpg,missing_source_images:140_03.jpg,MAD22/original_sorted/BonaFide/137_03.jpg,MAD22/original_sorted/BonaFide/140_03.jpg
MAD22/original_sorted/OpenCV/137_08-vs-140_08.jpg,missing_source_images:137_08.jpg,MAD22/original_sorted/BonaFide/137_08.jpg,MAD22/original_sorted/BonaFide/140_08.jpg
MAD22/original_sorted/OpenCV/138_08-vs-141_08.jpg,missing_source_images:138_08.jpg,MAD22/original_sorted/BonaFide/138_08.jpg,MAD22/original_sorted/BonaFide/141_08.jpg
MAD22/original_sorted/OpenCV/140_03-vs-141_03.jpg,missing_source_images:140_03.jpg,MAD22/original_sorted/BonaFide/140_03.jpg,MAD22/original_sorted/BonaFide/141_03.jpg
MAD22/original_sorted/OpenCV/140_03-vs-173_03.jpg,missing_source_images:140_03.jpg,MAD22/original_sorted/BonaFide/140_03.jpg,MAD22/original_sorted/BonaFide/173_03.jpg
